"受信日","受信時刻","法人コード","法人名漢字","法人名カナ","店舗コード","店舗名漢字","店舗名カナ","部門コード","部門名漢字","部門名カナ","仕入先コード","仕入先名漢字","仕入先名カナ","支払仕入先コード","支払仕入先名漢字","支払仕入先名カナ","出荷業務仕入先コード","伝票区分","赤黒区分","伝票番号","行番号","元伝票番号","発生日","仕入計上日","商品コード区分","ＪＡＮコード","商品コード","オプション使用欄","ＧＴＩＮ","品名漢字","品名カナ","規格名漢字","規格名カナ","数量","総額取引区分","原単価(税抜)","原単価(税込)","原価金額(税抜)","原価金額(税込)","税区分","税率","税額","売単価(税抜)","売単価(税込)","特価区分","PB区分","原価区分","受領区分","理由区分","理由コード","理由漢字","連絡事項１","連絡事項２","納品先店舗コード","納品先店舗名漢字","納品先店舗名カナ","センター経由区分","センターコード","センター名漢字"
"20160531","65530","4","Ｋナフコ","ｶ) ﾅﾌｺ","150","城南店","ｼﾞｮｳﾅﾝﾃﾝ","9","エクステリア","ｴｸｽﾃﾘｱ","249706","㈱ジー・オー・ディ","K.K.ｼﾞｰ･ｵｰ･ﾃﾞｨ","249706","㈱ジー・オー・ディ","K.K.ｼﾞｰ･ｵｰ･ﾃﾞｨ","249706","2","0","316304","1","0","20160517","20160523","0","2100205041995","20504199","249706","              ","溜桝落蓋式３００本体","ﾀﾒﾏｽｵﾄｼﾌﾞﾀｼｷ300ﾎﾝﾀｲ","内径約３００×３３０","ﾅｲｹｲﾔｸ300*300*397 ﾔｸ","8","0","1220","1317.6","9760","10540","1","0.08","780","1667","1800","0","0","0","1","0","0","　","　","　","150","城南店","ｼﾞｮｳﾅﾝﾃﾝ","0","0","　"
"20160531","65530","4","Ｋナフコ","ｶ) ﾅﾌｺ","150","城南店","ｼﾞｮｳﾅﾝﾃﾝ","9","エクステリア","ｴｸｽﾃﾘｱ","249706","㈱ジー・オー・ディ","K.K.ｼﾞｰ･ｵｰ･ﾃﾞｨ","249706","㈱ジー・オー・ディ","K.K.ｼﾞｰ･ｵｰ･ﾃﾞｨ","249706","2","0","316315","1","0","20160517","20160523","0","2100205042053","20504205","249706","              ","溜桝落蓋式１８０フタ","ﾀﾒﾏｽｵﾄｼﾌﾞﾀｼｷ180ﾌﾀ","外径約２４０×２４０","ｶﾞｲｹｲﾔｸ240*240*35 ﾔｸ","5","0","180","194.4","900","972","1","0.08","72","274","295","0","0","0","1","0","0","　","　","　","150","城南店","ｼﾞｮｳﾅﾝﾃﾝ","0","0","　"
"20160531","65530","4","Ｋナフコ","ｶ) ﾅﾌｺ","150","城南店","ｼﾞｮｳﾅﾝﾃﾝ","9","エクステリア","ｴｸｽﾃﾘｱ","249706","㈱ジー・オー・ディ","K.K.ｼﾞｰ･ｵｰ･ﾃﾞｨ","249706","㈱ジー・オー・ディ","K.K.ｼﾞｰ･ｵｰ･ﾃﾞｨ","249706","2","0","316326","1","0","20160517","20160523","0","2100205042367","20504236","249706","              ","補助桝１８０用","ﾎｼﾞｮﾏｽ180ﾖｳ","約１８０×１００　約","180*100 ﾔｸ10kg","5","0","390","421.2","1950","2106","1","0.08","156","825","891","0","0","0","1","0","0","　","　","　","150","城南店","ｼﾞｮｳﾅﾝﾃﾝ","0","0","　"
"20160531","65530","4","Ｋナフコ","ｶ) ﾅﾌｺ","150","城南店","ｼﾞｮｳﾅﾝﾃﾝ","9","エクステリア","ｴｸｽﾃﾘｱ","249706","㈱ジー・オー・ディ","K.K.ｼﾞｰ･ｵｰ･ﾃﾞｨ","249706","㈱ジー・オー・ディ","K.K.ｼﾞｰ･ｵｰ･ﾃﾞｨ","249706","2","0","316352","1","0","20160517","20160523","0","2100205043111","20504311","249706","              ","車止め５００","ｸﾙﾏﾄﾞﾒL500","約５００Ｘ１６０Ｘ１","500X160X100 ﾔｸ12.8kg","20","0","830","896.4","16600","17928","1","0.08","1328","1278","1380","0","0","0","1","0","0","　","　","　","150","城南店","ｼﾞｮｳﾅﾝﾃﾝ","0","0","　"
"20160531","65530","4","Ｋナフコ","ｶ) ﾅﾌｺ","150","城南店","ｼﾞｮｳﾅﾝﾃﾝ","9","エクステリア","ｴｸｽﾃﾘｱ","249706","㈱ジー・オー・ディ","K.K.ｼﾞｰ･ｵｰ･ﾃﾞｨ","249706","㈱ジー・オー・ディ","K.K.ｼﾞｰ･ｵｰ･ﾃﾞｨ","249706","2","0","316363","1","0","20160517","20160523","0","2100205043425","20504342","249706","              ","コンクリ縁石６００","ｺﾝｸﾘｰﾄﾌﾁｲｼ600","１００ｘ１００","100x100x600 ﾔｸ14kg","45","0","250","270","11250","12150","1","0.08","900","357","385","0","0","0","1","0","0","　","　","　","150","城南店","ｼﾞｮｳﾅﾝﾃﾝ","0","0","　"
"20160531","65530","4","Ｋナフコ","ｶ) ﾅﾌｺ","150","城南店","ｼﾞｮｳﾅﾝﾃﾝ","9","エクステリア","ｴｸｽﾃﾘｱ","249706","㈱ジー・オー・ディ","K.K.ｼﾞｰ･ｵｰ･ﾃﾞｨ","249706","㈱ジー・オー・ディ","K.K.ｼﾞｰ･ｵｰ･ﾃﾞｨ","249706","2","0","316374","1","0","20160517","20160523","0","2100205043593","20504359","249706","              ","コンクリ縁石６００","ｺﾝｸﾘｰﾄﾌﾁｲｼ600","１００ｘ１２０","100X120X600 ﾔｸ16.8kg","36","0","370","399.6","13320","14385","1","0.08","1065","528","570","0","0","0","1","0","0","　","　","　","150","城南店","ｼﾞｮｳﾅﾝﾃﾝ","0","0","　"
"20160531","65530","4","Ｋナフコ","ｶ) ﾅﾌｺ","150","城南店","ｼﾞｮｳﾅﾝﾃﾝ","9","エクステリア","ｴｸｽﾃﾘｱ","249706","㈱ジー・オー・ディ","K.K.ｼﾞｰ･ｵｰ･ﾃﾞｨ","249706","㈱ジー・オー・ディ","K.K.ｼﾞｰ･ｵｰ･ﾃﾞｨ","249706","2","0","316385","1","0","20160517","20160523","0","2100205043661","20504366","249706","              ","コンクリ縁石６００","ｺﾝｸﾘｰﾄﾌﾁｲｼ600","１００ｘ１５０","100x150x600 ﾔｸ21kg","27","0","430","464.4","11610","12538","1","0.08","928","616","665","0","0","0","1","0","0","　","　","　","150","城南店","ｼﾞｮｳﾅﾝﾃﾝ","0","0","　"
"20160531","65530","4","Ｋナフコ","ｶ) ﾅﾌｺ","150","城南店","ｼﾞｮｳﾅﾝﾃﾝ","9","エクステリア","ｴｸｽﾃﾘｱ","249706","㈱ジー・オー・ディ","K.K.ｼﾞｰ･ｵｰ･ﾃﾞｨ","249706","㈱ジー・オー・ディ","K.K.ｼﾞｰ･ｵｰ･ﾃﾞｨ","249706","2","0","316396","1","0","20160517","20160523","0","2100205044033","20504403","249706","              ","平板コンクリート","ﾍｲﾊﾞﾝｺﾝｸﾘｰﾄ 300ｶｸ","３００角","300x300x60 ﾔｸ12.4kg","96","0","230","248.4","22080","23846","1","0.08","1766","366","395","0","0","0","1","0","0","　","　","　","150","城南店","ｼﾞｮｳﾅﾝﾃﾝ","0","0","　"
"20160531","65530","4","Ｋナフコ","ｶ) ﾅﾌｺ","150","城南店","ｼﾞｮｳﾅﾝﾃﾝ","9","エクステリア","ｴｸｽﾃﾘｱ","249706","㈱ジー・オー・ディ","K.K.ｼﾞｰ･ｵｰ･ﾃﾞｨ","249706","㈱ジー・オー・ディ","K.K.ｼﾞｰ･ｵｰ･ﾃﾞｨ","249706","2","0","316400","1","0","20160517","20160523","0","2100205044101","20504410","249706","              ","平板コンクリート","ﾍｲﾊﾞﾝｺﾝｸﾘｰﾄ ﾁｮｳﾎｳｹｲ","長方形","300x600x60 ﾔｸ25.1kg","24","0","500","540","12000","12960","1","0.08","960","690","745","0","0","0","1","0","0","　","　","　","150","城南店","ｼﾞｮｳﾅﾝﾃﾝ","0","0","　"
"20160531","65530","4","Ｋナフコ","ｶ) ﾅﾌｺ","150","城南店","ｼﾞｮｳﾅﾝﾃﾝ","9","エクステリア","ｴｸｽﾃﾘｱ","249706","㈱ジー・オー・ディ","K.K.ｼﾞｰ･ｵｰ･ﾃﾞｨ","249706","㈱ジー・オー・ディ","K.K.ｼﾞｰ･ｵｰ･ﾃﾞｨ","249706","2","0","316411","1","0","20160517","20160523","0","2100205044415","20504441","249706","              ","束石ピンコロＨ６０","ﾂｶｲｼﾋﾟﾝｺﾛ H-60","１５０ｘ１５０","150x150x60 ﾔｸ3kg","120","0","90","97.2","10800","11664","1","0.08","864","121","130","0","0","0","1","0","0","　","　","　","150","城南店","ｼﾞｮｳﾅﾝﾃﾝ","0","0","　"
"20160531","65530","4","Ｋナフコ","ｶ) ﾅﾌｺ","150","城南店","ｼﾞｮｳﾅﾝﾃﾝ","9","エクステリア","ｴｸｽﾃﾘｱ","249706","㈱ジー・オー・ディ","K.K.ｼﾞｰ･ｵｰ･ﾃﾞｨ","249706","㈱ジー・オー・ディ","K.K.ｼﾞｰ･ｵｰ･ﾃﾞｨ","249706","2","0","316422","1","0","20160517","20160523","0","2100205044583","20504458","249706","              ","束石ピンコロＨ１２０","ﾂｶｲｼﾋﾟﾝｺﾛ H-120","１５０ｘ１５０","150x150x120 ﾔｸ6.2kg","60","0","120","129.6","7200","7776","1","0.08","576","172","185","0","0","0","1","0","0","　","　","　","150","城南店","ｼﾞｮｳﾅﾝﾃﾝ","0","0","　"
"20160531","65530","4","Ｋナフコ","ｶ) ﾅﾌｺ","150","城南店","ｼﾞｮｳﾅﾝﾃﾝ","9","エクステリア","ｴｸｽﾃﾘｱ","249706","㈱ジー・オー・ディ","K.K.ｼﾞｰ･ｵｰ･ﾃﾞｨ","249706","㈱ジー・オー・ディ","K.K.ｼﾞｰ･ｵｰ･ﾃﾞｨ","249706","2","0","316433","1","0","20160517","20160523","0","2100205044965","20504496","249706","              ","羽子板付束石Ｈ１８０","ﾊｺﾞｲﾀﾂｷﾂｶｲｼ H-180","１２０ｘ１８０","120x180x180 ﾔｸ10.4kg","32","0","340","367.2","10880","11750","1","0.08","870","737","795","0","0","0","1","0","0","　","　","　","150","城南店","ｼﾞｮｳﾅﾝﾃﾝ","0","0","　"
"20160531","65530","4","Ｋナフコ","ｶ) ﾅﾌｺ","150","城南店","ｼﾞｮｳﾅﾝﾃﾝ","9","エクステリア","ｴｸｽﾃﾘｱ","249706","㈱ジー・オー・ディ","K.K.ｼﾞｰ･ｵｰ･ﾃﾞｨ","249706","㈱ジー・オー・ディ","K.K.ｼﾞｰ･ｵｰ･ﾃﾞｨ","249706","2","0","316444","1","0","20160517","20160523","0","2100205045191","20504519","249706","              ","羽子板付束石Ｈ２７０","ﾊｺﾞｲﾀﾂｷﾂｶｲｼ H-270","１２０ｘ２１０","120x210x270 ﾔｸ20kg","12","0","530","572.4","6360","6868","1","0.08","508","922","995","0","0","0","1","0","0","　","　","　","150","城南店","ｼﾞｮｳﾅﾝﾃﾝ","0","0","　"
"20160531","65530","4","Ｋナフコ","ｶ) ﾅﾌｺ","150","城南店","ｼﾞｮｳﾅﾝﾃﾝ","9","エクステリア","ｴｸｽﾃﾘｱ","249706","㈱ジー・オー・ディ","K.K.ｼﾞｰ･ｵｰ･ﾃﾞｨ","249706","㈱ジー・オー・ディ","K.K.ｼﾞｰ･ｵｰ･ﾃﾞｨ","249706","2","0","316455","1","0","20160517","20160523","0","2100205045269","20504526","249706","              ","羽子板付束石Ｈ３００","ﾊｺﾞｲﾀﾂｷﾂｶｲｼ H-300","１２０ｘ２５０","120x250x300 ﾔｸ30kg","12","0","720","777.6","8640","9331","1","0.08","691","996","1075","0","0","0","1","0","0","　","　","　","150","城南店","ｼﾞｮｳﾅﾝﾃﾝ","0","0","　"
"20160531","65530","4","Ｋナフコ","ｶ) ﾅﾌｺ","150","城南店","ｼﾞｮｳﾅﾝﾃﾝ","9","エクステリア","ｴｸｽﾃﾘｱ","249706","㈱ジー・オー・ディ","K.K.ｼﾞｰ･ｵｰ･ﾃﾞｨ","249706","㈱ジー・オー・ディ","K.K.ｼﾞｰ･ｵｰ･ﾃﾞｨ","249706","2","0","316466","1","0","20160517","20160523","0","2100205045719","20504571","249706","              ","丸型旗立石","ﾏﾙｶﾞﾀﾊﾀﾀﾃｲｼ","約１００Ｒ×２５０Ｒ","100RX250RX190 ﾔｸ16kg","18","0","410","442.8","7380","7970","1","0.08","590","737","795","0","0","0","1","0","0","　","　","　","150","城南店","ｼﾞｮｳﾅﾝﾃﾝ","0","0","　"
"20160531","65530","4","Ｋナフコ","ｶ) ﾅﾌｺ","150","城南店","ｼﾞｮｳﾅﾝﾃﾝ","9","エクステリア","ｴｸｽﾃﾘｱ","249706","㈱ジー・オー・ディ","K.K.ｼﾞｰ･ｵｰ･ﾃﾞｨ","249706","㈱ジー・オー・ディ","K.K.ｼﾞｰ･ｵｰ･ﾃﾞｨ","249706","2","0","316470","1","0","20160517","20160523","0","2100205045887","20504588","249706","              ","単管ベース　小","ﾀﾝｶﾝﾍﾞｰｽ ｼｮｳ","約１６０Ｘ１６０Ｘ２","160X160X250 ﾔｸ13kg","30","0","540","583.2","16200","17496","1","0.08","1296","815","880","0","0","0","1","0","0","　","　","　","150","城南店","ｼﾞｮｳﾅﾝﾃﾝ","0","0","　"
"20160531","65530","4","Ｋナフコ","ｶ) ﾅﾌｺ","150","城南店","ｼﾞｮｳﾅﾝﾃﾝ","9","エクステリア","ｴｸｽﾃﾘｱ","249706","㈱ジー・オー・ディ","K.K.ｼﾞｰ･ｵｰ･ﾃﾞｨ","249706","㈱ジー・オー・ディ","K.K.ｼﾞｰ･ｵｰ･ﾃﾞｨ","249706","2","0","316481","1","0","20160517","20160523","0","2100205046181","20504618","249706","              ","フェンス基礎　１９０","ﾌｪﾝｽｷｿ 190ｶｸ","約１９０Ｘ１９０Ｘ１","190X190X190 ﾔｸ12kg","27","0","220","237.6","5940","6415","1","0.08","475","426","460","0","0","0","1","0","0","　","　","　","150","城南店","ｼﾞｮｳﾅﾝﾃﾝ","0","0","　"
"20160531","65530","4","Ｋナフコ","ｶ) ﾅﾌｺ","150","城南店","ｼﾞｮｳﾅﾝﾃﾝ","9","エクステリア","ｴｸｽﾃﾘｱ","249706","㈱ジー・オー・ディ","K.K.ｼﾞｰ･ｵｰ･ﾃﾞｨ","249706","㈱ジー・オー・ディ","K.K.ｼﾞｰ･ｵｰ･ﾃﾞｨ","249706","2","0","316492","1","0","20160517","20160523","0","2100205046259","20504625","249706","              ","フェンス基礎Ｈ３００","ﾌｪﾝｽｷｿ H-300","１５０ｘ１５０","150x150x300 ﾔｸ11kg","24","0","350","378","8400","9072","1","0.08","672","644","695","0","0","0","1","0","0","　","　","　","150","城南店","ｼﾞｮｳﾅﾝﾃﾝ","0","0","　"
"20160531","65530","4","Ｋナフコ","ｶ) ﾅﾌｺ","70","北熊本店","ｷﾀｸﾏﾓﾄﾃﾝ","9","エクステリア","ｴｸｽﾃﾘｱ","249706","㈱ジー・オー・ディ","K.K.ｼﾞｰ･ｵｰ･ﾃﾞｨ","249706","㈱ジー・オー・ディ","K.K.ｼﾞｰ･ｵｰ･ﾃﾞｨ","249706","2","0","316573","1","0","20160519","20160527","0","4573244730058","20452476","249706","              ","浅型一輪車","ｱｻｶﾞﾀｲﾁﾘﾝｼｬ","エアーチューブ仕様","ｴｱｰﾁｭｰﾌﾞｼﾖｳ","20","0","1750","1890","35000","37800","1","0.08","2800","2760","2980","0","0","0","1","0","0","　","　","　","70","北熊本店","ｷﾀｸﾏﾓﾄﾃﾝ","0","0","　"
"20160531","65530","4","Ｋナフコ","ｶ) ﾅﾌｺ","40","大村店","ｵｵﾑﾗﾃﾝ","9","エクステリア","ｴｸｽﾃﾘｱ","249706","㈱ジー・オー・ディ","K.K.ｼﾞｰ･ｵｰ･ﾃﾞｨ","249706","㈱ジー・オー・ディ","K.K.ｼﾞｰ･ｵｰ･ﾃﾞｨ","249706","2","0","316794","1","0","20160520","20160530","0","2100205042053","20504205","249706","              ","溜桝落蓋式１８０フタ","ﾀﾒﾏｽｵﾄｼﾌﾞﾀｼｷ180ﾌﾀ","外径約２４０×２４０","ｶﾞｲｹｲﾔｸ240*240*35 ﾔｸ","5","0","195","210.6","975","1053","1","0.08","78","274","295","0","0","0","1","0","0","　","　","　","40","大村店","ｵｵﾑﾗﾃﾝ","0","0","　"
"20160531","65530","4","Ｋナフコ","ｶ) ﾅﾌｺ","40","大村店","ｵｵﾑﾗﾃﾝ","9","エクステリア","ｴｸｽﾃﾘｱ","249706","㈱ジー・オー・ディ","K.K.ｼﾞｰ･ｵｰ･ﾃﾞｨ","249706","㈱ジー・オー・ディ","K.K.ｼﾞｰ･ｵｰ･ﾃﾞｨ","249706","2","0","316982","1","0","20160523","20160530","0","2100205040691","20504069","249706","              ","Ｕ字溝６０フタ","Uｼﾞｺｳ60ﾌﾀ","外径約１００×３０×","ｶﾞｲｹｲﾔｸ100*30*600 ﾔｸ","20","0","245","264.6","4900","5292","1","0.08","392","306","330","0","0","0","1","0","0","　","　","　","40","大村店","ｵｵﾑﾗﾃﾝ","0","0","　"
"20160531","65530","4","Ｋナフコ","ｶ) ﾅﾌｺ","40","大村店","ｵｵﾑﾗﾃﾝ","9","エクステリア","ｴｸｽﾃﾘｱ","249706","㈱ジー・オー・ディ","K.K.ｼﾞｰ･ｵｰ･ﾃﾞｨ","249706","㈱ジー・オー・ディ","K.K.ｼﾞｰ･ｵｰ･ﾃﾞｨ","249706","2","0","317004","1","0","20160523","20160530","0","2100205041063","20504106","249706","              ","Ｕ字溝１８０フタ","Uｼﾞｺｳ180ﾌﾀ","外径約２５０×４０×","ｶﾞｲｹｲﾔｸ330*40*600 ﾔｸ","10","0","435","469.8","4350","4698","1","0.08","348","602","650","0","0","0","1","0","0","　","　","　","40","大村店","ｵｵﾑﾗﾃﾝ","0","0","　"
"20160531","65530","4","Ｋナフコ","ｶ) ﾅﾌｺ","346","鞍手店","ｸﾗﾃﾃﾝ","9","エクステリア","ｴｸｽﾃﾘｱ","249706","㈱ジー・オー・ディ","K.K.ｼﾞｰ･ｵｰ･ﾃﾞｨ","249706","㈱ジー・オー・ディ","K.K.ｼﾞｰ･ｵｰ･ﾃﾞｨ","249706","2","0","318150","1","0","20160524","20160530","0","2100205039947","20503994","249706","              ","Ｕ字溝６０本体","Uｼﾞｺｳ60ﾎﾝﾀｲ","内径約６０×６０×６","ﾅｲｹｲﾔｸ60*60*600 ﾔｸ7.","36","0","310","334.8","11160","12052","1","0.08","892","454","490","0","0","0","1","0","0","　","　","　","346","鞍手店","ｸﾗﾃﾃﾝ","0","0","　"
"20160531","65530","4","Ｋナフコ","ｶ) ﾅﾌｺ","346","鞍手店","ｸﾗﾃﾃﾝ","9","エクステリア","ｴｸｽﾃﾘｱ","249706","㈱ジー・オー・ディ","K.K.ｼﾞｰ･ｵｰ･ﾃﾞｨ","249706","㈱ジー・オー・ディ","K.K.ｼﾞｰ･ｵｰ･ﾃﾞｨ","249706","2","0","318161","1","0","20160524","20160530","0","2100205040219","20504021","249706","              ","Ｕ字溝１５０本体","Uｼﾞｺｳ150ﾎﾝﾀｲ","内径約１５０×１５０","ﾅｲｹｲﾔｸ150*150*600 ﾔｸ","10","0","555","599.4","5550","5994","1","0.08","444","737","795","0","0","0","1","0","0","　","　","　","346","鞍手店","ｸﾗﾃﾃﾝ","0","0","　"
"20160531","65530","4","Ｋナフコ","ｶ) ﾅﾌｺ","346","鞍手店","ｸﾗﾃﾃﾝ","9","エクステリア","ｴｸｽﾃﾘｱ","249706","㈱ジー・オー・ディ","K.K.ｼﾞｰ･ｵｰ･ﾃﾞｨ","249706","㈱ジー・オー・ディ","K.K.ｼﾞｰ･ｵｰ･ﾃﾞｨ","249706","2","0","318172","1","0","20160524","20160530","0","2100205041377","20504137","249706","              ","１ｍＵ字溝６０本体","1mUｼﾞｺｳ60ﾎﾝﾀｲ","内径約６０×６０×１","ﾅｲｹｲﾔｸ60*60*600 ﾔｸ12","33","0","630","680.4","20790","22453","1","0.08","1663","908","980","0","0","0","1","0","0","　","　","　","346","鞍手店","ｸﾗﾃﾃﾝ","0","0","　"
"20160531","65530","4","Ｋナフコ","ｶ) ﾅﾌｺ","346","鞍手店","ｸﾗﾃﾃﾝ","9","エクステリア","ｴｸｽﾃﾘｱ","249706","㈱ジー・オー・ディ","K.K.ｼﾞｰ･ｵｰ･ﾃﾞｨ","249706","㈱ジー・オー・ディ","K.K.ｼﾞｰ･ｵｰ･ﾃﾞｨ","249706","2","0","318194","1","0","20160524","20160530","0","2100205044965","20504496","249706","              ","羽子板付束石Ｈ１８０","ﾊｺﾞｲﾀﾂｷﾂｶｲｼ H-180","１２０ｘ１８０","120x180x180 ﾔｸ10.4kg","32","0","375","405","12000","12960","1","0.08","960","737","795","0","0","0","1","0","0","　","　","　","346","鞍手店","ｸﾗﾃﾃﾝ","0","0","　"
"20160531","65530","4","Ｋナフコ","ｶ) ﾅﾌｺ","346","鞍手店","ｸﾗﾃﾃﾝ","9","エクステリア","ｴｸｽﾃﾘｱ","249706","㈱ジー・オー・ディ","K.K.ｼﾞｰ･ｵｰ･ﾃﾞｨ","249706","㈱ジー・オー・ディ","K.K.ｼﾞｰ･ｵｰ･ﾃﾞｨ","249706","2","0","318205","1","0","20160524","20160530","0","2100205045023","20504502","249706","              ","羽子板付束石Ｈ２４０","ﾊｺﾞｲﾀﾂｷﾂｶｲｼ H-240","１２０ｘ２００","120x200x240 ﾔｸ13kg","12","0","510","550.8","6120","6609","1","0.08","489","829","895","0","0","0","1","0","0","　","　","　","346","鞍手店","ｸﾗﾃﾃﾝ","0","0","　"
"20160531","65530","4","Ｋナフコ","ｶ) ﾅﾌｺ","40","大村店","ｵｵﾑﾗﾃﾝ","9","エクステリア","ｴｸｽﾃﾘｱ","249706","㈱ジー・オー・ディ","K.K.ｼﾞｰ･ｵｰ･ﾃﾞｨ","249706","㈱ジー・オー・ディ","K.K.ｼﾞｰ･ｵｰ･ﾃﾞｨ","249706","2","0","318673","1","0","20160525","20160530","0","4573244730096","20452513","249706","              ","アルミ深型一輪車","ｱﾙﾐﾌｶｶﾞﾀｲﾁﾘﾝｼｬ","ノーパンク仕様","ﾉｰﾊﾟﾝｸｼﾖｳ","3","0","3280","3542.4","9840","10627","1","0.08","787","5538","5981","0","0","0","1","0","0","　","　","　","40","大村店","ｵｵﾑﾗﾃﾝ","0","0","　"
"20160531","65530","4","Ｋナフコ","ｶ) ﾅﾌｺ","346","鞍手店","ｸﾗﾃﾃﾝ","9","エクステリア","ｴｸｽﾃﾘｱ","249706","㈱ジー・オー・ディ","K.K.ｼﾞｰ･ｵｰ･ﾃﾞｨ","249706","㈱ジー・オー・ディ","K.K.ｼﾞｰ･ｵｰ･ﾃﾞｨ","249706","2","0","318684","1","0","20160525","20160530","0","2100205044033","20504403","249706","              ","平板コンクリート","ﾍｲﾊﾞﾝｺﾝｸﾘｰﾄ 300ｶｸ","３００角","300x300x60 ﾔｸ12.4kg","48","0","250","270","12000","12960","1","0.08","960","366","395","0","0","0","1","0","0","　","　","　","346","鞍手店","ｸﾗﾃﾃﾝ","0","0","　"
"20160531","65530","4","Ｋナフコ","ｶ) ﾅﾌｺ","145","東八代店","ﾋｶﾞｼﾔﾂｼﾛﾃﾝ","9","エクステリア","ｴｸｽﾃﾘｱ","249706","㈱ジー・オー・ディ","K.K.ｼﾞｰ･ｵｰ･ﾃﾞｨ","249706","㈱ジー・オー・ディ","K.K.ｼﾞｰ･ｵｰ･ﾃﾞｨ","249706","11","0","4189452","1","0","20160530","20160530","0","4573244730010","20452438"," "," ","チューブタイヤ","ﾁｭｰﾌﾞﾀｲﾌﾟ","一輪車用","ｲﾁﾘﾝｼｬﾖｳ","1","0","400","432","400","432","1","0.08","32","832","898","0","0","0","0","2","1","不良品","パンクしていた為。商品は店処分","５月３０日ヤマト様ご了承分。","145","東八代店","ﾋｶﾞｼﾔﾂｼﾛﾃﾝ","0","0","　"

